index,capability_id,capability,layer_ids,layers,obligation,activation,primary_mandatory_reference,v3_profile_overlays,authority_owners,design_conformance,runtime_conformance,evidence_status,promotion_state,required_positive_test,required_negative_test,evidence_requirement,rollback_requirement,source_decision_ids,source
44,CAP-045,Application Software Engineering Control Plane,8,"Engineering, Research, Simulation & Learning",MANDATORY,PROFILE/JOB,"engineering lifecycle, OpenCode/Codex adapters",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-ENGINEERING-HARNESS; PROFILE-AGENT-INTEROP; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-POLICY; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-045-POS,AT-CAP-045-NEG,EVID-CAP-045-CURRENT-HOST,ROLLBACK-CAP-045,DEC-CAP-045; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-ENG-001; GC-01; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
45,CAP-046,Threat Intelligence & Detection Content,3,"Trust, Security & Recovery",MANDATORY,PROFILE/JOB,"awesome-lists, YARA/hunting feeds",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-SECRETS; AUTH-IDENTITY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-046-POS,AT-CAP-046-NEG,EVID-CAP-046-CURRENT-HOST,ROLLBACK-CAP-046,DEC-CAP-046; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
46,CAP-047,Agentic Design & Design Artifacts,9,"Creative Design, Film, DCC & Documents",MANDATORY,PROFILE/JOB,Open Design primary adapter,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-PRESENTATION-DESIGN; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE; PROFILE-AGENT-OPERABLE-SURFACE,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-047-POS,AT-CAP-047-NEG,EVID-CAP-047-CURRENT-HOST,ROLLBACK-CAP-047,DEC-CAP-047; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-06; FA3-REG-001; FA3-REG-002; FA3-REG-003; FA3-MOZ-AAF-001,v2.0.20 §15 + v3.0.11 overlays
47,CAP-048,Model & Artifact Acquisition,5,"Unified AI Gateway, Model & Memory",MANDATORY,SOCKET/JOB,HF/GitHub/OCI/vendor acquisition adapters,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-AISTORE; PROFILE-LLAMACPP; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-AI-ROUTING; AUTH-REGISTRY; AUTH-MEMORY; AUTH-RESOURCE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-048-POS,AT-CAP-048-NEG,EVID-CAP-048-CURRENT-HOST,ROLLBACK-CAP-048,DEC-CAP-048; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-DATA-002; GC-11; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
48,CAP-049,Workflow Automation & Integration,7,"Tools, Skills & Automation",MANDATORY,PROFILE,n8n primary adapter,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-MINIMAX-MCP; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE; PROFILE-AGENT-OPERABLE-SURFACE,AUTH-POLICY; AUTH-DURABLE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-049-POS,AT-CAP-049-NEG,EVID-CAP-049-CURRENT-HOST,ROLLBACK-CAP-049,DEC-CAP-049; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-08; FA3-REG-001; FA3-REG-002; FA3-REG-003; FA3-MOZ-AAF-001,v2.0.20 §15 + v3.0.11 overlays
49,CAP-050,Local AI Discovery & Runtime Integration,5,"Unified AI Gateway, Model & Memory",MANDATORY,JOB,"awesome-local-ai discovery, Jan adapter",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-LLAMACPP; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-AI-ROUTING; AUTH-REGISTRY; AUTH-MEMORY; AUTH-RESOURCE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-050-POS,AT-CAP-050-NEG,EVID-CAP-050-CURRENT-HOST,ROLLBACK-CAP-050,DEC-CAP-050; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-11; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
50,CAP-051,AI Security Control Plane,3,"Trust, Security & Recovery",MANDATORY,ALWAYS_ON module,"Action Firewall, Awesome-AI-Security mapping",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-GUARDRAILS; PROFILE-CONTAINER-SECURITY; PROFILE-DAGDA; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE; PROFILE-MOZILLA-AI-INTEGRATION; PROFILE-MOZILLA-PROVIDER-DISPOSITION,AUTH-POLICY; AUTH-SECRETS; AUTH-IDENTITY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-051-POS,AT-CAP-051-NEG,EVID-CAP-051-CURRENT-HOST,ROLLBACK-CAP-051,DEC-CAP-051; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AI-002; FA3-SEC-001; FA3-SEC-002; FA3-REG-001; FA3-REG-002; FA3-REG-003; FA3-MOZ-001; FA3-MOZ-PROV-001,v2.0.20 §15 + v3.0.11 overlays
51,CAP-052,Continuous Adversarial Evaluation,3,"Trust, Security & Recovery",MANDATORY,LAB/JOB,"HackAgent, NVIDIA garak",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-SECRETS; AUTH-IDENTITY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-052-POS,AT-CAP-052-NEG,EVID-CAP-052-CURRENT-HOST,ROLLBACK-CAP-052,DEC-CAP-052; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
52,CAP-053,OSINT Intelligence & Evidence,8,"Engineering, Research, Simulation & Learning",MANDATORY,PROFILE/JOB/GATE,case-bound evidence profile; Maigret primary REF; `osint.*` MCP candidate; OpenOSINT/Robin-compatible providers,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SURFSENSE; PROFILE-BBOT; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-POLICY; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-053-POS,AT-CAP-053-NEG,EVID-CAP-053-CURRENT-HOST,ROLLBACK-CAP-053,DEC-CAP-053; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-02; GC-04; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
53,CAP-054,External Asset Inventory,8,"Engineering, Research, Simulation & Learning",MANDATORY,JOB/TIMER,Domain Locker provider,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-POLICY; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-054-POS,AT-CAP-054-NEG,EVID-CAP-054-CURRENT-HOST,ROLLBACK-CAP-054,DEC-CAP-054; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
54,CAP-055,Structured Transformation Chain,5,"Unified AI Gateway, Model & Memory",MANDATORY,JOB,Ultimate Chain Parser adapter,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-AI-ROUTING; AUTH-REGISTRY; AUTH-MEMORY; AUTH-RESOURCE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-055-POS,AT-CAP-055-NEG,EVID-CAP-055-CURRENT-HOST,ROLLBACK-CAP-055,DEC-CAP-055; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
55,CAP-056,GPU Kernel Optimization & Dispatch,2,"Resource, Storage & Lifecycle",MANDATORY,JOB/GATE,"CUTLASS, CCCL, NVBench, CUDA Samples; DiT acceleration; GDRCopy/GDS capability gates",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-ACTIVATION-SOLVER; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-CPU-NUMA; PROFILE-GPU-ROLES; PROFILE-GDRCOPY-GDS; PROFILE-DENOISER-RESIDENCY; PROFILE-UNREAL; PROFILE-PRECISION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-HOST-LIFE; AUTH-REGISTRY,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-056-POS,AT-CAP-056-NEG,EVID-CAP-056-CURRENT-HOST,ROLLBACK-CAP-056,DEC-CAP-056; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-005; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-HOST-001; FA3-HOST-005; FA3-DATA-001; FA3-AI-004; GC-09; GC-12; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
56,CAP-057,Local AI Workspace/App Launcher,11,Desktop Experience & Operations UX,MANDATORY,SESSION,LynxHub-compatible adapter,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-DESKTOP-CONSOLE; PROFILE-ASSISTANT; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-HUMAN,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-057-POS,AT-CAP-057-NEG,EVID-CAP-057-CURRENT-HOST,ROLLBACK-CAP-057,DEC-CAP-057; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-DESKTOP-001; GC-10; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
57,CAP-058,Heterogeneous Model Memory Tiering / Out-of-Core MoE,5,"Unified AI Gateway, Model & Memory",MANDATORY,JOB,Colibrì REQ-ADAPTER/REF,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-LLAMACPP; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-AI-ROUTING; AUTH-REGISTRY; AUTH-MEMORY; AUTH-RESOURCE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-058-POS,AT-CAP-058-NEG,EVID-CAP-058-CURRENT-HOST,ROLLBACK-CAP-058,DEC-CAP-058; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; GC-11; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
58,CAP-059,AI Guardrail & Validation Runtime,3,"Trust, Security & Recovery",MANDATORY,ALWAYS_ON module + JOB,"Guardrails AI, Mozilla any-guardrail",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-GUARDRAILS; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE; PROFILE-MOZILLA-AI-INTEGRATION; PROFILE-MOZILLA-PROVIDER-DISPOSITION,AUTH-POLICY; AUTH-SECRETS; AUTH-IDENTITY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-059-POS,AT-CAP-059-NEG,EVID-CAP-059-CURRENT-HOST,ROLLBACK-CAP-059,DEC-CAP-059; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AI-002; FA3-REG-001; FA3-REG-002; FA3-REG-003; FA3-MOZ-001; FA3-MOZ-PROV-001,v2.0.20 §15 + v3.0.11 overlays
59,CAP-060,GPU Driver & Compute Runtime Integrity,2,"Resource, Storage & Lifecycle",MANDATORY,GATE/TIMER,NVIDIA KMD/UMD/CUDA/libcompute adapter; OptiX compatibility profile,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-ACTIVATION-SOLVER; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-IRQ-LOCALITY; PROFILE-BOOT-INITRAMFS; PROFILE-GPU-ROLES; PROFILE-GDRCOPY-GDS; PROFILE-CONTAINER-SECURITY; PROFILE-UNREAL; PROFILE-PRECISION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-HOST-LIFE; AUTH-REGISTRY,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-060-POS,AT-CAP-060-NEG,EVID-CAP-060-CURRENT-HOST,ROLLBACK-CAP-060,DEC-CAP-060; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-005; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-HOST-002; FA3-HOST-004; FA3-HOST-005; FA3-DATA-001; FA3-SEC-001; GC-09; GC-12; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
60,CAP-061,Display–Compute GPU Role Assignment,2,"Resource, Storage & Lifecycle",MANDATORY,ALWAYS_ON module/GATE,"Hardware Manifest, DRM/NVML resolver",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-ACTIVATION-SOLVER; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-IRQ-LOCALITY; PROFILE-GPU-ROLES; PROFILE-CONTAINER-SECURITY; PROFILE-UNREAL; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-HOST-LIFE; AUTH-REGISTRY,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-061-POS,AT-CAP-061-NEG,EVID-CAP-061-CURRENT-HOST,ROLLBACK-CAP-061,DEC-CAP-061; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-005; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-HOST-002; FA3-HOST-005; FA3-SEC-001; GC-09; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
61,CAP-062,Interactive Workstation QoS,2,"Resource, Storage & Lifecycle",MANDATORY,ALWAYS_ON module,"systemd/cgroup v2, NUMA/I/O/GPU runtime profile controller; topology-verified IRQ locality/irqbalance single-writer profile",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-ACTIVATION-SOLVER; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-CPU-NUMA; PROFILE-IRQ-LOCALITY; PROFILE-MEMORY-COMPACTION; PROFILE-GPU-ROLES; PROFILE-XLIO-VMA; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-HOST-LIFE; AUTH-REGISTRY,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-062-POS,AT-CAP-062-NEG,EVID-CAP-062-CURRENT-HOST,ROLLBACK-CAP-062,DEC-CAP-062; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-005; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-HOST-001; FA3-HOST-002; FA3-HOST-003; FA3-HOST-005; FA3-NET-001; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
62,CAP-063,Kernel/VM/I/O Tuning,1,Host & Foundation,MANDATORY,GATE/JOB,generic-kernel capability-aware tuning controller; XanMod excluded,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-ACTIVATION-SOLVER; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-CPU-NUMA; PROFILE-IRQ-LOCALITY; PROFILE-MEMORY-COMPACTION; PROFILE-BOOT-INITRAMFS; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-HOST-LIFE; AUTH-POLICY,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-063-POS,AT-CAP-063-NEG,EVID-CAP-063-CURRENT-HOST,ROLLBACK-CAP-063,DEC-CAP-063; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-005; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-HOST-001; FA3-HOST-002; FA3-HOST-003; FA3-HOST-004; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
63,CAP-064,Adaptive Memory Deduplication,2,"Resource, Storage & Lifecycle",MANDATORY,GATE/JOB,"single-writer KSM policy; kernel advisor primary, ksmtuned fallback",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-ACTIVATION-SOLVER; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-MEMORY-COMPACTION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-HOST-LIFE; AUTH-REGISTRY,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-064-POS,AT-CAP-064-NEG,EVID-CAP-064-CURRENT-HOST,ROLLBACK-CAP-064,DEC-CAP-064; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-005; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-HOST-003; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
64,CAP-065,Tuning Change Control,2,"Resource, Storage & Lifecycle",MANDATORY,GATE/JOB,versioned Change Manifest/rollback,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-ACTIVATION-SOLVER; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-CPU-NUMA; PROFILE-IRQ-LOCALITY; PROFILE-MEMORY-COMPACTION; PROFILE-BOOT-INITRAMFS; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-HOST-LIFE; AUTH-REGISTRY,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-065-POS,AT-CAP-065-NEG,EVID-CAP-065-CURRENT-HOST,ROLLBACK-CAP-065,DEC-CAP-065; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-005; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-HOST-001; FA3-HOST-002; FA3-HOST-003; FA3-HOST-004; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
